judul,url,sumber,tanggal,ringkasan,keyword,metode_scraping,konten
"Arne Slot Bernapas Lega, Mohamed Salah Kembali ke Liverpool Pekan Depan! - Kaltim Post - Kaltim Post",https://news.google.com/rss/articles/CBMiywFBVV95cUxPTnkwNmNiTE1PMGZ3SDdtSVdrczM4SEVfTU1MSnNPam51NThId1BlQ2hvNDZyaE1CenhTaXJnNVp1ajZOT2ZQT01KV09GSHRhSUJOWXFtYUtORUlVRHQ4QVMwOTMwQXJiZnd4blNndC0yLU9DdklmN2UtN3QzaEJNbGtsQWJ1Qi1hQk5NeVdISGc0WkxoSkJfWEhtTDlJNHZpbzFZV2JwOXhnbG1pdjdMamFYQUkzMEpWcnRFeV9CT244eUdSUWE4bWhvSdIB0AFBVV95cUxOZmU1M3JnUXFmQk5lbHQ2WUxXV1dQV2YwVHhSdHlJbDZOaVVKc0toRWNGd3NuX1lmTGxLZjdkZmhnRmhhZFJCX0FIVnNRMFBwQnBMZnpPR3ZJLUd6ZjlNQ0p3ZmNRYkZaUE1BMWFwSE5ibmlGZVJ4TVZVYld4c0xia1lpeFJYY21QbGdTNERDcG9YWFJMS1FWNXFIUmhacjJFMjQ0YUJMdEIwQTZnakk1b1ZXX21DVTRnWXRWZ3JYMmNjQVJFbXZvb0ZvNWNscGdo?oc=5,Kaltim Post,2026-01-18 08:00:00,"Arne Slot Bernapas Lega, Mohamed Salah Kembali ke Liverpool Pekan Depan! - Kaltim Post&nbsp;&nbsp;Kaltim Post",padel booming,google_news_90d,"Arne Slot Bernapas Lega, Mohamed Salah Kembali ke Liverpool Pekan Depan! - Kaltim Post&nbsp;&nbsp;Kaltim Post"
"Viral Lagi Bullying di PPDS, Junior Disebut 'Dipalak' Biaya Sewa Padel-Tiket Konser - detikHealth",https://news.google.com/rss/articles/CBMizwFBVV95cUxObmRFaXJSMWstSzVneHE3Y2N1dklXdDVheUVqdXBmbHlCUVBnRkpJdy1rcWRmWi1SVVU0WTR1TkswTzk1ak1qRTNqRnFTYndRbExKWW9vWkVaZ012S1R0VE9KRTF1RFNkai1QSGM4Q1VyUnFHOUhZRmlmTHVuLXFMbE5FTGhtRGdhdU96VWM1bjFKbUdOWnJPaEpMc2V1Vm13TnZObVM3LXZTWmZQR3RhaFNPOWhQR2t5QUwxTTcyWUhQcTV3YndWYVpYVlh5a0XSAdQBQVVfeXFMTkp3WGk0ekVLb2VlUWlIUDc3aFA0dVVaUXRGcXNtc3U5NGg3ZXY2MWlEYl9taTk4Y0JNUUt6RkFfWmxaMGdlUmpWQ1lobEhmeC1FamlNbzhFbnItSHFVWVJVZS1oRzJFdmRBOWp3b0JhUGtxMERXRS1udnBVaHQyQUlqbkdqekNCRW9DazJId3pVb19uSmxicjFSQnJaOU1ydlBIY2E2eGczN3RlWktNblB4N0hvSTNtLWViTDBDWW1ZRlpZendFQzVuUW9YN2RwN09FSDI?oc=5,detikHealth,2026-01-06 08:00:00,"Viral Lagi Bullying di PPDS, Junior Disebut 'Dipalak' Biaya Sewa Padel-Tiket Konser&nbsp;&nbsp;detikHealth",padel viral,google_news_90d,"Viral Lagi Bullying di PPDS, Junior Disebut 'Dipalak' Biaya Sewa Padel-Tiket Konser&nbsp;&nbsp;detikHealth"
Viral Cerita Wanita soal 'Penumpang Gelap' Saat Naik Taksi Online - detikNews,https://news.google.com/rss/articles/CBMipgFBVV95cUxQNG5ienhZZXZ6Z1o3c3Y4UUxMMmo5cVRjZEJXWHV0Sno2S3NPcmh1QTFKLVdJYmszTmJWdF9wN21FemdjQ0tIR3RNOFB6U2VJWG0yNTZ3Y3Z3aURXdzN6QmxkM0hCQ2psM0ZzbmNvTFB5b0VKZTRBT0EzNHBCWVN1R0xPWmdHUTIwTjlibXhnNGNDNEx6b1hKN1hwYUtrQlA1bGYxcEp30gGrAUFVX3lxTE5nQkFCWldTYVAta21XeVBRNEozS3NBalFXNHVrNVg3dDlqRnZJR3lLV3dZNjVCWDVxNEp6TkJlVFpJNjNTakV6elA5VG5VVV9zNS1vNlhHM2FHd01xQllLRGZOOVNaMnp3ZEhQVkhwWjF3VS1GS014MU5kQ040RDFJNk4wY0c2d3I4ZHdELVk4Sl9CWTRqeDlkWmlFZEhPcVNhdHZsTjBwaHM2SQ?oc=5,detikNews,2025-11-28 08:00:00,Viral Cerita Wanita soal 'Penumpang Gelap' Saat Naik Taksi Online&nbsp;&nbsp;detikNews,padel viral,google_news_90d,Viral Cerita Wanita soal 'Penumpang Gelap' Saat Naik Taksi Online&nbsp;&nbsp;detikNews
Padel Makin Viral! Ini 7 Sepatu Terbaik 2025 yang Wajib Kamu Punya! - VIVA.co.id,https://news.google.com/rss/articles/CBMipAFBVV95cUxONTNLT1NuTEtpQU9ENWVOUzFJSnd2UXdpXzJRRjJtX2IxaUJHSXlDVG9kSTNSNjU2dkhZekRsQ2xVbWJ4Ul82eFU0TjA2UXZYMXJ4YXRLOUtFLVRlRGp4ckhkSzAzemsteF9yaFlqNHZnN0NtMEtuTTlPUVpjUmhZMzN3U05ua0R1Rk9GWnVEYmdfUUxxckZiVkRBV2pSc3J1VTU4Q9IBqgFBVV95cUxQalh5Mm1OdzhibUtoWFJpb25HQlFUYjZPQTI5YXlWQVhiN0VZSGU4cUlKLWNvVjZ3N3hOaWdDNHpXT2VheXNEMjAxQk9vM3ItVUMta0RnYjNzNTVaVHdNTWdLTVpmd2U2OGs0TTNMaG9DdG1SOHZjdHQwTklEUkE0VWNDTnB1aWE5MjM3QzhRdTZHMUxKYmdneXhXYjUxbGVDanlBcXNjeml4Zw?oc=5,VIVA.co.id,2025-12-03 08:00:00,Padel Makin Viral! Ini 7 Sepatu Terbaik 2025 yang Wajib Kamu Punya!&nbsp;&nbsp;VIVA.co.id,padel viral,google_news_90d,Padel Makin Viral! Ini 7 Sepatu Terbaik 2025 yang Wajib Kamu Punya!&nbsp;&nbsp;VIVA.co.id
Potret Ridwan Kamil Asyik Main Padel di Bali Usai Bercerai dengan Atalia Praratya - women.okezone.com,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOSVpaUXVqUFRmUXBZdGJyU2FqNDA0aEI0dUJpcnc5cGNqZUw3eGxpSlEyTjZOcC12WTdxejIyOW5vaVZ2Z1lnZzktdDZhbjNoTWZ4LWVCUHFiaVp5d0EtSzNCc1VGelV4cVdYdkxOcWprVnNXWWt5QTI3TkhDWFg2Q0JvQ0d2MWJaY2F3amYtYmFhbV9zRjQxaXdqaFEwYXg4bFRWbnVHNnlfN1BPWGJnclg5Mm1nd0Uzc0p5bENMMUNZR0UwZVpwV2U0X0Q1NHBT0gHPAUFVX3lxTE1VTlhSU2ktZlFaZ1hjME9kTlU0UG82N2h1dkkyb25lYXNyd01XQXZJY0wtcC1TMlc3cERNWS1Ca3E3ZmtzSlJ5TEJMc2tsaHBVMjBOa0xkdzlFMkxiWmxoZ29Oa3dfeTNNV0lRcXNRVFNkRS1QX1lUaXZ1ME1xOWozVndxMWZhb01rdjVzWU15aV81TDB6WUNSVHRDdUJjVy1qN2RoZWw5RzBkdEpvYUt0OVpkWXcxa1pIeVRUdGxPb0FQMEc2YjhPdDdrMEp2bw?oc=5,women.okezone.com,2026-01-22 08:00:00,Potret Ridwan Kamil Asyik Main Padel di Bali Usai Bercerai dengan Atalia Praratya&nbsp;&nbsp;women.okezone.com,padel viral,google_news_90d,Potret Ridwan Kamil Asyik Main Padel di Bali Usai Bercerai dengan Atalia Praratya&nbsp;&nbsp;women.okezone.com
"Viral Isu Perselingkuhan Dito Ariotedjo dan Davina Karamoy, Ini Klarifikasinya - Metropolitan - metropolitan.id",https://news.google.com/rss/articles/CBMiygFBVV95cUxQZXd6WDM4bHZGUEhicHc5UThvQjVWS2hyR0M3dllwT0lFZGxGMzRscFl3U2N5VFBfX3N6ZDBpYVk1RkFac0h3NE9qTEpFaS02RlNZaDRmNkpkQlBZbEZJcE55SDZEc3BOQUpTOXBDTmttejdvaFBYQ2t5LW1KeFRJbVFaajhRYWhxSE9sSGF2ekNzWHVzc21GdFg1Vm9Zb3JHekxlNmRYQnE5V0M0WlRDWnZyc09uVEdzLUlNVUlZYzNzT1h0MklBYl9R0gHPAUFVX3lxTFBOS0dWeTRDYlkwX01HN2ZxLTZNWm9uOG9XQTJxekE3T3l0c2VyVmMyMXR6QmRwZGdoQXRfY041UWV0R0dRemlzUnlXQUxPb0tkZU1zRkhNUW5fUUR3VWZpZGdKb3lkZVdmaHJzcHhSRjBOdnFCcmtOSkhuTVVibVdLODVyeldmSS1CU2pqOXZ4d2hraXZmRkN0eFczWGxKQlhYcVBwLXhRM0hDVXNLR1E2bGg1eTlaa09ybUp6TmxWWkN5TF9XTWpjdEpzYnY0NA?oc=5,metropolitan.id,2025-12-13 08:00:00,"Viral Isu Perselingkuhan Dito Ariotedjo dan Davina Karamoy, Ini Klarifikasinya - Metropolitan&nbsp;&nbsp;metropolitan.id",padel viral,google_news_90d,"Viral Isu Perselingkuhan Dito Ariotedjo dan Davina Karamoy, Ini Klarifikasinya - Metropolitan&nbsp;&nbsp;metropolitan.id"
Viral Dugaan Perselingkuhan Eks Menteri dan Davina Karamoy di Media Sosial - FTNews.co.id,https://news.google.com/rss/articles/CBMimwFBVV95cUxOQ0dXVDJtdmRmUDYxT1dlTjdJeGNvZFAxVmpCMnV5Tm1DS1BOcl9pdGk0RW9OTHZhRnJsUkptWjV4YjBjd1dFNlFKNTlYX3lZVXRHNjRaSGhZaG8xWXNRcExKLXREMURGWGNwb2NIZHhOdFhCV0RsR3VnMW1wWjhHejNDV1Q2a2o5UkRPY3BaM0Vtd0tXTFVROUxrTQ?oc=5,FTNews.co.id,2025-12-13 08:00:00,Viral Dugaan Perselingkuhan Eks Menteri dan Davina Karamoy di Media Sosial&nbsp;&nbsp;FTNews.co.id,padel viral,google_news_90d,Viral Dugaan Perselingkuhan Eks Menteri dan Davina Karamoy di Media Sosial&nbsp;&nbsp;FTNews.co.id
"Lagu Timur, Padel Hingga Jumbo Jadi Tren Google Year in Search 2025 - Validnews.id",https://news.google.com/rss/articles/CBMilAFBVV95cUxNRm80c24tZ2xFSjlJT1M3YUZ5X3duR3pCaWJXM0diVUhDdk55aDR6d1pZSGdma1NDUHhaS0IwdFdLaTRzVWdMMF9BX3B0WXBzYnJMekJua0U3SDRsZVVPdFYtelBXRDVMQ3RhTmRWUGRVRGpZYUZiS1hqVVVBVlpUb0luMWtGTU1HSXR2TVZmWWdxSjlC?oc=5,Validnews.id,2025-12-05 08:00:00,"Lagu Timur, Padel Hingga Jumbo Jadi Tren Google Year in Search 2025&nbsp;&nbsp;Validnews.id",padel populer,google_news_90d,"Lagu Timur, Padel Hingga Jumbo Jadi Tren Google Year in Search 2025&nbsp;&nbsp;Validnews.id"
Jangan Salah Pilih! Ini 7 Rekomendasi Sepatu Padel Terbaik yang Nyaman untuk Latihan hingga Turnamen - tvOneNews,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQLWxwY1NOdldteWtaM3d2REVqTGc4bkVCSzR2NWNOYWJYVzlIVE12c0FnbmlNOUNobDBGVmlTalNmenp4WDhrck1pLVlOTWs1WWs4MXJFT2p4OHF2OHBDcGZxRVIyNWxsNFFYRmNDUjUydk01RmNHSmlzcFBPaU5OamRmSk1tak9wSFJqa1VkSW1pOHFUTER0ZFdlX1d4XzI3aU9OMTVrVEM2emd4OUJGVWtrd2NjU2V4MjBOM1RTcGVqazFyTGUtU3Z3SmtQTDE1d1FWQ9IB2gFBVV95cUxNUW9wMFFYQXNTU2tIWGJhOTJ1UlluaUphME1iNUVHTGcxWmVUVkpWRktOVk9TLWw3UFFtcTlZUUZGMnZqdlFBNFdXRjE5Q3VGU3hBdWthWkxHdTVVMF9fVWNudDk3aHpEQjNkdXZWb1VIbjJGaXJ1c0xRZHdfcFRiTEExWUpPb0tTa05rYmJWUFprbXRzV09zVXdNbzVvUHJuYThHR2ZBMzk5cExPNFFoNm04dmtCOXBsUEI1UEoyRWZtRGlHSEtRZjkwc0Z0ZFU1WjBaaWJ3VzdQZw?oc=5,tvOneNews,2026-01-01 08:00:00,Jangan Salah Pilih! Ini 7 Rekomendasi Sepatu Padel Terbaik yang Nyaman untuk Latihan hingga Turnamen&nbsp;&nbsp;tvOneNews,padel populer,google_news_90d,Jangan Salah Pilih! Ini 7 Rekomendasi Sepatu Padel Terbaik yang Nyaman untuk Latihan hingga Turnamen&nbsp;&nbsp;tvOneNews
Kenapa Olahraga Padel Sangat Bagus untuk Anak-Anak? Ini 5 Alasannya - Grid.ID,https://news.google.com/rss/articles/CBMirwFBVV95cUxNZmVSQWhpckt0MjdKUC11bTB0bWpoVmpKQ01IRzVMLThIWXREN2xFRm51YmgtLVJsNDh5TnkyNG5VaFVUX1F3QWFBMTNLTTZwX2dWd0Y4YkY4QjdUVzZTV0RJWlM2TFR2Y1liZ1lXNVpmalRvejdfWVJFZ3FrSXVCSDV6bUQydWxneHpuZXA1bUVkVWNKTjQ3Z2tkN1Z1RXFJTWp2ZUtKRlkzZ3NuSFFn?oc=5,Grid.ID,2025-12-06 08:00:00,Kenapa Olahraga Padel Sangat Bagus untuk Anak-Anak? Ini 5 Alasannya&nbsp;&nbsp;Grid.ID,padel populer,google_news_90d,Kenapa Olahraga Padel Sangat Bagus untuk Anak-Anak? Ini 5 Alasannya&nbsp;&nbsp;Grid.ID
Olahraga Padel Versi Santun: Tyas Mirasih dan Tengku Tezi Jadi Sorotan - Manaberita.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxNVl9HQ2xxR1A3UGdPQ2s3MFMtdGJRMHZya0lMeG5LR0JpNWRnbEtjR1BIQkFpTHhES0w0MmFNejhnM0xVMUpRNmktelNwWnZ1SV90emdHZHEyRF9wNlR3STBmYTFjQjVJRk5RZUNKakNRTWVwQU1Kd0s5TVUtV29oTmxfbTJvR0VXb01WTk00QVNob2ZWNlo0b2xRTk03SzRqZ0ZF?oc=5,Manaberita.com,2025-12-22 08:00:00,Olahraga Padel Versi Santun: Tyas Mirasih dan Tengku Tezi Jadi Sorotan&nbsp;&nbsp;Manaberita.com,padel populer,google_news_90d,Olahraga Padel Versi Santun: Tyas Mirasih dan Tengku Tezi Jadi Sorotan&nbsp;&nbsp;Manaberita.com
Jam Operasional Lapangan Padel di Jakarta Akan Dibatasi Usai Ramai Dikeluhkan Warga - Kompas.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxPZmJYQzBfNmx6Wi16Tm9UanJqSFdSY0hXLWZzMHZlM0ItejBMWjZqTFVOQVAzMFAyZlpHYTBQX2dqeWdMaWtqRHVfY2tXYVdFNHBHOEt5WWdLZFN6MGdESFI3ZGgtc0Y1RHZBaFY4Zl9rbGtucjQ4X09WMUlQU1gtbWRTMExGbDZiZk5TX2owVHN5V3FQN0VYcV9Xcy1WMy1YUGRnckFLcURET2Fyd05WYTVpemFUQWlESVpBVzl0VQ?oc=5,Kompas.com,2026-02-23 09:03:00,Jam Operasional Lapangan Padel di Jakarta Akan Dibatasi Usai Ramai Dikeluhkan Warga&nbsp;&nbsp;Kompas.com,lapangan padel Jakarta,google_news_90d,Jam Operasional Lapangan Padel di Jakarta Akan Dibatasi Usai Ramai Dikeluhkan Warga&nbsp;&nbsp;Kompas.com
"3 Inspirasi Outfit Padel untuk Wanita Berhijab, Harganya Dibanderol Mulai dari Rp300 Ribuan - tvOneNews",https://news.google.com/rss/articles/CBMi0AFBVV95cUxOMXN2QjlaeWZsRWUtR3FwRy14M0RYT1VQMGlJMHlxcnNzaWRLOHRpVFo5ZFRtWHR2MXNINkJYeDdleV80bTh1ZlJWOUZLclBZaUR0enNzNkpaaExTa0JsdjlOY2lFc252QXJTOHlkdDNmZXBvRW94QzFTeXgwZ1A0bXZUT0R0S2RCX21FMWxaS0pVazVGdU8zbWUxVGVTV2M5TXcxc21mcTZNeVAtTmpJQmgtZ0lkRDRLT2ZUTk1MYjFwX0o2NmEyX0RwMU9aald00gHWAUFVX3lxTFA2UllXc3VPaVRpcHJKMXF3QWxoTE12WFM0SU5WcG45UWlrclpEMHk5dUFINGZ3NHAyUDVoZnR0X01HSEFyd1lMU1lFdUpnQTNRWGdKbnplRGE1b1FIbjJmNl9kb3lwQ2JPbl91M2xoVENIT0ljWE5JbTh0QWFObU1KZmQ0VktHMUlLVnZseGs5SUs3NW1ESUhfVFFZaHVkVVVsTnY0ZVhKT3hVRTBUallGcUJBZ0t2ejJ2anR3UTB4bnN5WGdlQS01RklmaXJiWmN0b1VSY3c?oc=5,tvOneNews,2025-12-21 08:00:00,"3 Inspirasi Outfit Padel untuk Wanita Berhijab, Harganya Dibanderol Mulai dari Rp300 Ribuan&nbsp;&nbsp;tvOneNews",harga padel,google_news_90d,"3 Inspirasi Outfit Padel untuk Wanita Berhijab, Harganya Dibanderol Mulai dari Rp300 Ribuan&nbsp;&nbsp;tvOneNews"
Bukan Sekadar Motor Listrik! TVS iQube Padukan Riding & Padel dalam Lifestyle Kekinian - AFTERMARKETPLUS.id,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQUUZVS2ZWTUYtUnFIXzhVcGF5T2JuMV83NlFReEh2ekl6Wjk0ZmFKTzNSVU9EOUg3aUJTX3VibXFxNVBKVmp0Z3lkTURZRzRMTEV5NUZLUzZiRmhsMk5OXzhkbldMRnpWS1FtUktJR00ydFBla0hNRlFvWm5ENGp0dl9GRkdoSnhDVnlDcmtqY2hNY2Q2Vy1xUEtwckVGQ1IxVmdaZWZaNlZ4Vm9aU3lnUFlXMnZrQXE4?oc=5,AFTERMARKETPLUS.id,2025-12-17 08:00:00,Bukan Sekadar Motor Listrik! TVS iQube Padukan Riding & Padel dalam Lifestyle Kekinian&nbsp;&nbsp;AFTERMARKETPLUS.id,harga padel,google_news_90d,Bukan Sekadar Motor Listrik! TVS iQube Padukan Riding & Padel dalam Lifestyle Kekinian&nbsp;&nbsp;AFTERMARKETPLUS.id
5 Lapangan Padel Hits di Semarang Raya untuk Olahraga Akhir Pekan - Suarajawatengah.id,https://news.google.com/rss/articles/CBMiswFBVV95cUxOLWkwSThEdUlxZzIzd0t2U0NKZEt1U05icm43bW5xcFFWVEdwNGxJaEtUekp0djA3dFhqZlphQm1CdzVWTkN1WEp6SFNicDJZZWozWkZJOXBxdEFTdHBYd2t0Tml3V19DdVlzTFRzMUI5Ym1tVnlqbFpHMXloN205dHBQajBuTDZuUDl2RmFSaDg1cEpiZXNLX3Y1ZndodVNOQ1FTMTA3Q0hIaU43alFXZlo1SdIBuAFBVV95cUxNcmdvci1VWUoxS0JXaGFfX1FFczZtUHZKWllHZS1xanFHUnNDSkZWakNSWmluWFVmbVJFM0lsdWtyZG1BUUhDd2x2TjhwN0R0NzMxMzdIZTZLY2cwZ0x6eC1jTDF4djhyRUt3VGJ1a0tzMGFKdUxrRGpfTk5uU2NRVDNtMTRuZUtoRV9JdkIwRHFIeVFoZXlFLXNlYnAyU1JaYkZ5UVloaVNvZkp4MU1STjZ4R2I2MU1X?oc=5,Suarajawatengah.id,2026-01-10 08:00:00,5 Lapangan Padel Hits di Semarang Raya untuk Olahraga Akhir Pekan&nbsp;&nbsp;Suarajawatengah.id,harga padel,google_news_90d,5 Lapangan Padel Hits di Semarang Raya untuk Olahraga Akhir Pekan&nbsp;&nbsp;Suarajawatengah.id
"Makassar Sudah 26,Toraja Utara Baru Bangun Satu Lapangan Padel - MSN",https://news.google.com/rss/articles/CBMixwJBVV95cUxNb2paYi11NUhrc3A4RURkNDZwQV9FMjBHcHg0Z0NpZHF6TkJvWk5BZllRWjZVXzZWYklNZ19uMnRZM2pEX2plVFN2dGRiZ0VTdkZtREpaZTRzeEg4ZC1fOHlQbXFabFRPcFNaQldLYnFVUTF6ejZkRnNXWHEwZjNRN2FYc1ZUd3A2RVZmM2lrV2ZOWGZOU21iY25ERE1tS3pkb29HVFZIaTlDUFVtT2RRSFlOQWFuSjFZTnBvSHVxMExMQTFqUmVETkRVLU5JaFlMT3psMDJtTGRkLWRERDJ4N3lNMDVsV05GYlpCc29ES3NpbW5sLUFXLXo3M1B1Wm9uNjFfdGxscExtbVA3SHdGT2tDOFlISHlEbVJ2MU01a2k2OVVfcl9SSUFHdmdzbUdIUXFRaWN3YV9uVVBzbjN1YVB1WGdad1k?oc=5,MSN,2026-02-20 12:19:44,"Makassar Sudah 26,Toraja Utara Baru Bangun Satu Lapangan Padel&nbsp;&nbsp;MSN",harga padel,google_news_90d,"Makassar Sudah 26,Toraja Utara Baru Bangun Satu Lapangan Padel&nbsp;&nbsp;MSN"
Daftar 26 Lapangan Padel di Kota Makassar Lengkap Alamat hingga Harga Sewa - Tribun-timur.com,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNOVdseGJ2WTVSTlp1NXN4T3ByZ3pHZ3puYkdDamlGSlR4RDktNU1CVnpHSXdEbGI0Mno4SUNoQ0RkQllQRFotZDhIR3luQUtmbHU5dHB3bHNRTUFxeE9YR3ZDV0QwbDd0MXphcDdxTlRJRk1Ma3o2RWlLLXdhenNBMzd4Y2JmdnJqckNqYW9Zb0k2OWhSWFdLSVF3SVM4c3BVcVVHV2RwUXBJNUtZQnFnSkJkMGlEUHdBeDRIbGZrTFI?oc=5,Tribun-timur.com,2025-12-02 08:00:00,Daftar 26 Lapangan Padel di Kota Makassar Lengkap Alamat hingga Harga Sewa&nbsp;&nbsp;Tribun-timur.com,harga padel,google_news_90d,Daftar 26 Lapangan Padel di Kota Makassar Lengkap Alamat hingga Harga Sewa&nbsp;&nbsp;Tribun-timur.com
"9 Lapangan Padel Baru Akan Buka di Kota Makassar, Harga Makin Bersaing - Tribun-timur.com",https://news.google.com/rss/articles/CBMiugFBVV95cUxONW5jQThNcXcybFdRVWRJR2xLRnBQWjdtTV9BT0RCMTBaS0NRTFAwUFQ4ckxKY2dydDV2bU5BUnp6elgtcUJXbHNiRkNwWDVuSURPMnR6bzYyNU1xU0R5Y21XOC1jTF91UXZVSGpzOHJZQkl2M2RSQThSalpuV25Od1d4X0ZBU0RiSGlLZ0hIb2tHcFA1a3ZmdkRTejhGUHJYajE4YTRTUk5xSnVIdHd5MzlleS0xaFpCNUE?oc=5,Tribun-timur.com,2025-12-02 08:00:00,"9 Lapangan Padel Baru Akan Buka di Kota Makassar, Harga Makin Bersaing&nbsp;&nbsp;Tribun-timur.com",harga padel,google_news_90d,"9 Lapangan Padel Baru Akan Buka di Kota Makassar, Harga Makin Bersaing&nbsp;&nbsp;Tribun-timur.com"
"Promo, Padel Kalcer Jambi Beri Diskon Harga & Hadiah 100 Tumbler Gratis - Swaranesia",https://news.google.com/rss/articles/CBMiggFBVV95cUxOLWtRNVhMVDFaTUxnQzN1SmtOX2FEdUhiN2VocTVUc0N2LWpwcmZ6R0dHd1VZUlBvcXUtRTZ4cm1kNWJ5LWFILTFjWHFlVm5KRXpQWTI5X3JpX194R2pOTFFOOHRIZHRlLWl5YWptU0JyN3VSV3BlTy0wTmtpS2xHZElR?oc=5,Swaranesia,2026-02-11 01:51:00,"Promo, Padel Kalcer Jambi Beri Diskon Harga & Hadiah 100 Tumbler Gratis&nbsp;&nbsp;Swaranesia",harga padel,google_news_90d,"Promo, Padel Kalcer Jambi Beri Diskon Harga & Hadiah 100 Tumbler Gratis&nbsp;&nbsp;Swaranesia"
"Rekomendasi Tempat Padel di Cianjur, Lokasi Terbaik untuk Mencoba Olahraga Kekinian, Cek Harga dan Jam Bukanya - Cianjurpedia - Cianjurpedia",https://news.google.com/rss/articles/CBMiggJBVV95cUxNWGVLNXlQZDFiZ1M0cVNUMVdJc2oxc2NScUJCd09kQ2xaMVZ2aXlCakcxa2N0d2dYRzhsdHhrMDd0NER4aFJPQjJ3aEtHdXRTWFUwdlkxOGVmQjJncmp4N0dhVGN0S0NOeTZvUlVZd3VBVHBUN3FFYk1rOXE1aGwyYmVYR1FXeUdnOUUtWHRxVVFHc3RBNGZuV003RVd1VVNoeEU1UnZtUnRFODZ3d3NheDN1MmY1Nkl6WXdHYjdHSEhaeDZ0MG9mNEFQZ2t2TEUza3NsVERQcTVIOHZtanE3c0RaeW12TDk0NklqNnV1NVpfQXhEdGFYdnNlbDBYLWRsQWfSAYcCQVVfeXFMUHJPRFdDcE5md2dHQVI4OHItc18wRWRQakZzbmZVMnBuUVBUSzBMVFNCZnYyYW50MjR3YVVadUh4OG5DMFcwWW9jcG53bzZXVGlCX0RUUGZZOG9vODJBWk00TFhPaUJvMmh3TmdUbllERm9UWGNuOENqeWc5QS10T05ocFNuSFhwMFpyeGRta3UtR3piaUhTWTM5MTVwRjUwTG1vdGpyTFBXcl8zNTlsakFKNXh1Vi1neW9xd1Q5SmdRZ3ROWmZ5OFM5b1gyamNQTldfMVlJRW1xTkpSZFBoQU1OUU02OXJFakxmZU1XT3dKcVdGODJrcEIwVm5rYWNFOVRTOWdxUzQ?oc=5,Cianjurpedia,2025-12-12 08:00:00,"Rekomendasi Tempat Padel di Cianjur, Lokasi Terbaik untuk Mencoba Olahraga Kekinian, Cek Harga dan Jam Bukanya - Cianjurpedia&nbsp;&nbsp;Cianjurpedia",harga padel,google_news_90d,"Rekomendasi Tempat Padel di Cianjur, Lokasi Terbaik untuk Mencoba Olahraga Kekinian, Cek Harga dan Jam Bukanya - Cianjurpedia&nbsp;&nbsp;Cianjurpedia"
"Sirkle Arena Padel Hadir di Tasikmalaya, Tawarkan Fasilitas Lengkap - infonasional.com",https://news.google.com/rss/articles/CBMia0FVX3lxTE9NWmNwZ1FrTGVrR1Rxb1NDTUVOMGxYaDR1MXpyTlR1OGJwMmlnNkNmd1ZZOTlJZVhjejZPa3hwRkV1bWV5dzBaaWVjY29aQ2dYWVlvbVFrXzAtSFNmb2R4X3FWYmZJVTZWU0ZR?oc=5,infonasional.com,2026-01-22 08:00:00,"Sirkle Arena Padel Hadir di Tasikmalaya, Tawarkan Fasilitas Lengkap&nbsp;&nbsp;infonasional.com",harga padel,google_news_90d,"Sirkle Arena Padel Hadir di Tasikmalaya, Tawarkan Fasilitas Lengkap&nbsp;&nbsp;infonasional.com"
"Perkuat Trafik, Mal Mulai Lirik Lapangan Padel dan Pickleball - Bloomberg Technoz",https://news.google.com/rss/articles/CBMisAFBVV95cUxPRmwxcjdMMmN2bWhtNWJEdzIyWXJVZjMza2kwZmJfQXZ6U3lITTQtNDZ2VTdXSHY3VkQxY2lNbmlxRUlBeHFoTU8zek03M0J0RE5XdC1sckp5RDR6Rm52ZFpWd05WYkpyVFJiNmg4WUt5cWd2a01HZnpHWTlHcjF5cDJVc2pxMWo0VzNLWEV1VlFTNzJTNHhKWjVaMUtudk1HNlRNcWI0WmZCTWtJa3p4cQ?oc=5,Bloomberg Technoz,2026-01-07 08:00:00,"Perkuat Trafik, Mal Mulai Lirik Lapangan Padel dan Pickleball&nbsp;&nbsp;Bloomberg Technoz",padel murah,google_news_90d,"Perkuat Trafik, Mal Mulai Lirik Lapangan Padel dan Pickleball&nbsp;&nbsp;Bloomberg Technoz"
